,contig_id,e-value,sample_id,seq_length,taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
1534,Ga0209614_10057929,2.6e-150,3300025820,440,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1535,Ga0209614_10899161,7.100000000000001e-110,3300025820,287,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1536,Ga0209614_10016729,4.3e-109,3300025820,613,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1537,Ga0209614_10864811,3.8e-108,3300025820,296,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1538,Ga0209614_10056284,5.6e-103,3300025820,523,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1539,Ga0209614_10069894,7.4999999999999995e-93,3300025820,445,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1540,Ga0209614_10675371,6.3000000000000004e-80,3300025820,222,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1541,Ga0209614_11809681,1.3e-70,3300025820,175,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1542,Ga0209614_10867542,3.9000000000000004e-64,3300025820,195,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1543,Ga0209614_10790262,5.6e-58,3300025820,233,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1544,Ga0209614_11960511,3.8e-51,3300025820,166,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1545,Ga0209614_11443171,6.9e-51,3300025820,205,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1546,Ga0209614_12045441,4.7e-50,3300025820,142,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1547,Ga0209614_12694161,1.7e-46,3300025820,135,3300025820,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Hot spring sediment bacterial and archeal communities from California, USA to study Microbial Dark Matter (Phase II) - Blank Spring sediment metaG (SPAdes)",DOE Joint Genome Institute (JGI),3300025820.0,Metagenome Analysis,Gp0147102,USA: California,39.0314,-122.4323,,7.48,,,,431386282,787819,32.0,,7.48,7.48,7.48,7.48,0.0
1548,YNP203530,3.4e-202,2015219001,489,2015219001,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10",DOE Joint Genome Institute (JGI),2015219001.0,Metagenome Analysis,Gp0051341,"Yellowstone National Park, WY",44.7523206,-110.7253926,,3.75,,,90 C,5509727,10385,1.0,90.0,3.75,3.75,3.75,3.75,0.0
1549,YNP297060,6.1e-41,2015219001,116,2015219001,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10",DOE Joint Genome Institute (JGI),2015219001.0,Metagenome Analysis,Gp0051341,"Yellowstone National Park, WY",44.7523206,-110.7253926,,3.75,,,90 C,5509727,10385,1.0,90.0,3.75,3.75,3.75,3.75,0.0
1550,2648424760,5e-198,2645728138,527,2645728138,UNKNOWN,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"unclassified ""LHC4-1"" archaeon JGI MDM2 LHC4sed-1-M14 (contamination screened)",DOE Joint Genome Institute (JGI),2645728138.0,Single Cell Analysis (screened),Gp0121787,"USA: California, Little Hot Creek",37.6906,-118.8442,,6.83,,,81.1 C,1077648,1150,0.0,81.1,6.83,6.83,6.83,6.83,0.0
1551,Ga0077575_11825463,4.699999999999999e-208,3300005624,504,3300005624,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10",DOE Joint Genome Institute (JGI),3300005624.0,Metagenome Analysis,Gp0051341,"Yellowstone National Park, WY",44.7523206,-110.7253926,,3.75,,,90 C,4164052,6956,0.0,90.0,3.75,3.75,3.75,3.75,0.0
1552,Ga0077575_113881,5.6e-91,3300005624,250,3300005624,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10",DOE Joint Genome Institute (JGI),3300005624.0,Metagenome Analysis,Gp0051341,"Yellowstone National Park, WY",44.7523206,-110.7253926,,3.75,,,90 C,4164052,6956,0.0,90.0,3.75,3.75,3.75,3.75,0.0
1553,2505620296,5.8e-193,2505313064,521,2505313064,Archaea,Permanent Draft,Thermofilum sp.,Thermofilum sp.,,2505313064.0,Genome Analysis (Isolate),Gp0010690,"Great Boiling Springs thermal field, Nevada",40.652,-119.372,,6.5,,,,3521254,2297,0.0,,6.5,6.5,6.5,6.5,0.0
1554,Ga0199148_1000019100,1.1e-207,3300019821,515,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1555,Ga0199148_10023703,1.8000000000000002e-207,3300019821,505,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1556,Ga0199148_1000007226,2.2e-205,3300019821,503,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1557,Ga0199148_10001326,2.1e-203,3300019821,502,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1558,Ga0199148_10018155,4.7e-203,3300019821,515,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1559,Ga0199148_10042572,2.6000000000000002e-201,3300019821,492,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1560,Ga0199148_1000001570,2.6e-200,3300019821,504,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1561,Ga0199148_100063214,3.4e-199,3300019821,507,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1562,Ga0199148_10038313,7.5e-199,3300019821,505,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1563,Ga0199148_10036343,1.5999999999999998e-198,3300019821,517,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1564,Ga0199148_10043053,2e-197,3300019821,486,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1565,Ga0199148_1000025125,3.8e-197,3300019821,512,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1566,Ga0199148_10013699,1.3000000000000001e-196,3300019821,532,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1567,Ga0199148_1000005238,8.5e-196,3300019821,492,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1568,Ga0199148_100004675,1.1000000000000001e-193,3300019821,503,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1569,Ga0199148_100010635,7.7e-193,3300019821,489,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1570,Ga0199148_100122010,4.5999999999999996e-192,3300019821,489,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1571,Ga0199148_100003397,2.4e-188,3300019821,534,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1572,Ga0199148_10044752,1.7e-168,3300019821,522,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1573,Ga0199148_10042852,5.6e-162,3300019821,474,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1574,Ga0199148_10091841,1.5e-157,3300019821,406,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1575,Ga0199148_10013071,1.2e-152,3300019821,410,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1576,Ga0199148_100005945,4.9e-149,3300019821,515,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1577,Ga0199148_10038606,6.4e-147,3300019821,370,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1578,Ga0199148_1000011121,4.8e-143,3300019821,524,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1579,Ga0199148_1000008211,9.999999999999999e-143,3300019821,518,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1580,Ga0199148_10105921,2.5000000000000004e-125,3300019821,335,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1581,Ga0199148_10169771,3.8e-123,3300019821,352,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1582,Ga0199148_10319111,4.8000000000000006e-80,3300019821,202,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1583,Ga0199148_10043444,2.7e-66,3300019821,273,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1584,Ga0199148_10054871,5.200000000000001e-57,3300019821,198,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1585,Ga0199148_10340211,1.6e-52,3300019821,191,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1586,Ga0199148_10562171,4.4e-48,3300019821,124,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1587,Ga0199148_10624331,1.0999999999999999e-47,3300019821,115,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1588,Ga0199148_10395402,1.8e-47,3300019821,150,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1589,Ga0199148_10182971,2.7e-47,3300019821,138,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1590,Ga0199148_10645881,8.5e-47,3300019821,112,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1591,Ga0199148_10690051,5.5e-45,3300019821,106,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
1592,Ga0199148_10618611,2.5e-44,3300019821,115,3300019821,*Microbiome,Permanent Draft,Metagenomes derived from Kamchatkian Hot springs,"Sediment microbial community from hot sping in the Uzon Caldera, Kamchatka, Russia - sample 1","Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",3300019821.0,Metagenome Analysis,Gp0223443,"Uzon Caldera, Kamchatka",54.51,159.91,,,,,80 C,114589344,208915,0.0,80.0,,,,,
